RomName,Console,FileSize,FileType,LocationUrl,DownloadUrl,DateFirstAdded, DateLastUpdated,FlagDownload,PreviouslyDownloaded,Rating,LocalPath,Notes
Captain Planet and the Planeteers,Nintendo,133 KB,fType,https://vimm.net/vault/148,https://download2.vimm.net/download/?mediaId=148,dateF,dateL,False,False,rate,lPath,blah
Captain Silver,Nintendo,140 KB,fType,https://vimm.net/vault/2874,https://download2.vimm.net/download/?mediaId=2874,dateF,dateL,False,False,rate,lPath,blah
Captain Skyhawk,Nintendo,77 KB,fType,https://vimm.net/vault/149,https://download2.vimm.net/download/?mediaId=149,dateF,dateL,False,False,rate,lPath,blah
Captain Tsubasa Vol. II: Super Striker,Nintendo,221 KB,fType,https://vimm.net/vault/2876,https://download2.vimm.net/download/?mediaId=2876,dateF,dateL,False,False,rate,lPath,blah
Casino Kid,Nintendo,62 KB,fType,https://vimm.net/vault/151,https://download2.vimm.net/download/?mediaId=151,dateF,dateL,False,False,rate,lPath,blah
Casino Kid II,Nintendo,68 KB,fType,https://vimm.net/vault/152,https://download2.vimm.net/download/?mediaId=152,dateF,dateL,False,False,rate,lPath,blah
Castelian,Nintendo,47 KB,fType,https://vimm.net/vault/153,https://download2.vimm.net/download/?mediaId=153,dateF,dateL,False,False,rate,lPath,blah
Castle of Deceit,Nintendo,58 KB,fType,https://vimm.net/vault/154,https://download2.vimm.net/download/?mediaId=154,dateF,dateL,False,False,rate,lPath,blah
Castle of Dragon,Nintendo,76 KB,fType,https://vimm.net/vault/155,https://download2.vimm.net/download/?mediaId=155,dateF,dateL,False,False,rate,lPath,blah
Castle Quest,Nintendo,108 KB,fType,https://vimm.net/vault/2878,https://download2.vimm.net/download/?mediaId=2878,dateF,dateL,False,False,rate,lPath,blah
Castlequest,Nintendo,38 KB,fType,https://vimm.net/vault/156,https://download2.vimm.net/download/?mediaId=156,dateF,dateL,False,False,rate,lPath,blah
Castlevania,Nintendo,65 KB,fType,https://vimm.net/vault/157,https://download2.vimm.net/download/?mediaId=157,dateF,dateL,False,False,rate,lPath,blah
Castlevania II: Simon's Quest,Nintendo,76 KB,fType,https://vimm.net/vault/159,https://download2.vimm.net/download/?mediaId=159,dateF,dateL,False,False,rate,lPath,blah
Castlevania III: Dracula's Curse,Nintendo,241 KB,fType,https://vimm.net/vault/158,https://download2.vimm.net/download/?mediaId=158,dateF,dateL,False,False,rate,lPath,blah
Caveman Games,Nintendo,131 KB,fType,https://vimm.net/vault/160,https://download2.vimm.net/download/?mediaId=160,dateF,dateL,False,False,rate,lPath,blah
Challenge of the Dragon,Nintendo,63 KB,fType,https://vimm.net/vault/161,https://download2.vimm.net/download/?mediaId=161,dateF,dateL,False,False,rate,lPath,blah
Championship Bowling,Nintendo,26 KB,fType,https://vimm.net/vault/163,https://download2.vimm.net/download/?mediaId=163,dateF,dateL,False,False,rate,lPath,blah
Championship Pool,Nintendo,70 KB,fType,https://vimm.net/vault/174,https://download2.vimm.net/download/?mediaId=174,dateF,dateL,False,False,rate,lPath,blah
Chaos World,Nintendo,205 KB,fType,https://vimm.net/vault/165,https://download2.vimm.net/download/?mediaId=165,dateF,dateL,False,False,rate,lPath,blah
Chaos World,Nintendo,205 KB,fType,https://vimm.net/vault/166,https://download2.vimm.net/download/?mediaId=166,dateF,dateL,False,False,rate,lPath,blah
Cheetahmen II,Nintendo,114 KB,fType,https://vimm.net/vault/167,https://download2.vimm.net/download/?mediaId=167,dateF,dateL,False,False,rate,lPath,blah
Chessmaster The,Nintendo,48 KB,fType,https://vimm.net/vault/168,https://download2.vimm.net/download/?mediaId=168,dateF,dateL,False,False,rate,lPath,blah
Chester Field,Nintendo,80 KB,fType,https://vimm.net/vault/169,https://download2.vimm.net/download/?mediaId=169,dateF,dateL,False,False,rate,lPath,blah
Chiller,Nintendo,29 KB,fType,https://vimm.net/vault/171,https://download2.vimm.net/download/?mediaId=171,dateF,dateL,False,False,rate,lPath,blah
Chip 'n Dale: Rescue Rangers,Nintendo,141 KB,fType,https://vimm.net/vault/172,https://download2.vimm.net/download/?mediaId=172,dateF,dateL,False,False,rate,lPath,blah
Chip 'n Dale: Rescue Rangers 2,Nintendo,135 KB,fType,https://vimm.net/vault/173,https://download2.vimm.net/download/?mediaId=173,dateF,dateL,False,False,rate,lPath,blah
Choujin Sentai: Jetman,Nintendo,120 KB,fType,https://vimm.net/vault/175,https://download2.vimm.net/download/?mediaId=175,dateF,dateL,False,False,rate,lPath,blah
Chronicle of the Radia War,Nintendo,243 KB,fType,https://vimm.net/vault/177,https://download2.vimm.net/download/?mediaId=177,dateF,dateL,False,False,rate,lPath,blah
Chubby Cherub,Nintendo,24 KB,fType,https://vimm.net/vault/179,https://download2.vimm.net/download/?mediaId=179,dateF,dateL,False,False,rate,lPath,blah
Chuuka Taisen,Nintendo,81 KB,fType,https://vimm.net/vault/180,https://download2.vimm.net/download/?mediaId=180,dateF,dateL,False,False,rate,lPath,blah
Circus Caper,Nintendo,105 KB,fType,https://vimm.net/vault/182,https://download2.vimm.net/download/?mediaId=182,dateF,dateL,False,False,rate,lPath,blah
City Connection,Nintendo,26 KB,fType,https://vimm.net/vault/183,https://download2.vimm.net/download/?mediaId=183,dateF,dateL,False,False,rate,lPath,blah
Clash at Demonhead,Nintendo,147 KB,fType,https://vimm.net/vault/184,https://download2.vimm.net/download/?mediaId=184,dateF,dateL,False,False,rate,lPath,blah
Classic Concentration,Nintendo,131 KB,fType,https://vimm.net/vault/185,https://download2.vimm.net/download/?mediaId=185,dateF,dateL,False,False,rate,lPath,blah
Cliffhanger,Nintendo,90 KB,fType,https://vimm.net/vault/186,https://download2.vimm.net/download/?mediaId=186,dateF,dateL,False,False,rate,lPath,blah
Clu Clu Land,Nintendo,16 KB,fType,https://vimm.net/vault/187,https://download2.vimm.net/download/?mediaId=187,dateF,dateL,False,False,rate,lPath,blah
Cobra Command,Nintendo,108 KB,fType,https://vimm.net/vault/188,https://download2.vimm.net/download/?mediaId=188,dateF,dateL,False,False,rate,lPath,blah
Cobra Triangle,Nintendo,85 KB,fType,https://vimm.net/vault/189,https://download2.vimm.net/download/?mediaId=189,dateF,dateL,False,False,rate,lPath,blah
Cocoron,Nintendo,144 KB,fType,https://vimm.net/vault/190,https://download2.vimm.net/download/?mediaId=190,dateF,dateL,False,False,rate,lPath,blah
Code Name: Viper,Nintendo,137 KB,fType,https://vimm.net/vault/192,https://download2.vimm.net/download/?mediaId=192,dateF,dateL,False,False,rate,lPath,blah
Color a Dinosaur,Nintendo,35 KB,fType,https://vimm.net/vault/193,https://download2.vimm.net/download/?mediaId=193,dateF,dateL,False,False,rate,lPath,blah
Columbus: Golden Dawn,Nintendo,139 KB,fType,https://vimm.net/vault/2880,https://download2.vimm.net/download/?mediaId=2880,dateF,dateL,False,False,rate,lPath,blah
Commando,Nintendo,58 KB,fType,https://vimm.net/vault/194,https://download2.vimm.net/download/?mediaId=194,dateF,dateL,False,False,rate,lPath,blah
Conan,Nintendo,73 KB,fType,https://vimm.net/vault/195,https://download2.vimm.net/download/?mediaId=195,dateF,dateL,False,False,rate,lPath,blah
Conflict,Nintendo,117 KB,fType,https://vimm.net/vault/196,https://download2.vimm.net/download/?mediaId=196,dateF,dateL,False,False,rate,lPath,blah
Conquest of the Crystal Palace,Nintendo,132 KB,fType,https://vimm.net/vault/198,https://download2.vimm.net/download/?mediaId=198,dateF,dateL,False,False,rate,lPath,blah
Contra,Nintendo,88 KB,fType,https://vimm.net/vault/199,https://download2.vimm.net/download/?mediaId=199,dateF,dateL,False,False,rate,lPath,blah
Contra,Nintendo,71.55 MB,fType,https://vimm.net/vault/2881,https://download2.vimm.net/download/?mediaId=2881,dateF,dateL,False,False,rate,lPath,blah
Contra,Nintendo,122 KB,fType,https://vimm.net/vault/387,https://download2.vimm.net/download/?mediaId=387,dateF,dateL,False,False,rate,lPath,blah
Contra Force,Nintendo,163 KB,fType,https://vimm.net/vault/200,https://download2.vimm.net/download/?mediaId=200,dateF,dateL,False,False,rate,lPath,blah
Cool World,Nintendo,96 KB,fType,https://vimm.net/vault/207,https://download2.vimm.net/download/?mediaId=207,dateF,dateL,False,False,rate,lPath,blah
Cosmic Epsilon,Nintendo,348 MB,fType,https://vimm.net/vault/2883,https://download2.vimm.net/download/?mediaId=2883,dateF,dateL,False,False,rate,lPath,blah
Cosmo Genesis,Nintendo,34 KB,fType,https://vimm.net/vault/208,https://download2.vimm.net/download/?mediaId=208,dateF,dateL,False,False,rate,lPath,blah
Cosmo Police: Galivan,Nintendo,115 KB,fType,https://vimm.net/vault/210,https://download2.vimm.net/download/?mediaId=210,dateF,dateL,False,False,rate,lPath,blah
Cowboy Kid,Nintendo,253 KB,fType,https://vimm.net/vault/212,https://download2.vimm.net/download/?mediaId=212,dateF,dateL,False,False,rate,lPath,blah
Crash 'n' the Boys: Street Challenge,Nintendo,143 KB,fType,https://vimm.net/vault/213,https://download2.vimm.net/download/?mediaId=213,dateF,dateL,False,False,rate,lPath,blah
Crisis Force,Nintendo,162 KB,fType,https://vimm.net/vault/2885,https://download2.vimm.net/download/?mediaId=2885,dateF,dateL,False,False,rate,lPath,blah
Crystal Mines,Nintendo,38 KB,fType,https://vimm.net/vault/216,https://download2.vimm.net/download/?mediaId=216,dateF,dateL,False,False,rate,lPath,blah
Crystalis,Nintendo,217 KB,fType,https://vimm.net/vault/214,https://download2.vimm.net/download/?mediaId=214,dateF,dateL,False,False,rate,lPath,blah
Cyber Stadium Series: Base Wars,Nintendo,149 KB,fType,https://vimm.net/vault/88,https://download2.vimm.net/download/?mediaId=88,dateF,dateL,False,False,rate,lPath,blah
Cyberball,Nintendo,85 KB,fType,https://vimm.net/vault/217,https://download2.vimm.net/download/?mediaId=217,dateF,dateL,False,False,rate,lPath,blah
Cybernoid: The Fighting Machine,Nintendo,34 KB,fType,https://vimm.net/vault/218,https://download2.vimm.net/download/?mediaId=218,dateF,dateL,False,False,rate,lPath,blah
Dai Senryaku,Nintendo,51 KB,fType,https://vimm.net/vault/219,https://download2.vimm.net/download/?mediaId=219,dateF,dateL,False,False,rate,lPath,blah
Dan's Dodgeball,Nintendo,227 KB,fType,https://vimm.net/vault/2938,https://download2.vimm.net/download/?mediaId=2938,dateF,dateL,False,False,rate,lPath,blah
Dan's Dodgeball 2,Nintendo,290 KB,fType,https://vimm.net/vault/2940,https://download2.vimm.net/download/?mediaId=2940,dateF,dateL,False,False,rate,lPath,blah
Dance Aerobics,Nintendo,41 KB,fType,https://vimm.net/vault/221,https://download2.vimm.net/download/?mediaId=221,dateF,dateL,False,False,rate,lPath,blah
Danny Sullivan's Indy Heat,Nintendo,80 KB,fType,https://vimm.net/vault/222,https://download2.vimm.net/download/?mediaId=222,dateF,dateL,False,False,rate,lPath,blah
Dark Lord,Nintendo,310 KB,fType,https://vimm.net/vault/2887,https://download2.vimm.net/download/?mediaId=2887,dateF,dateL,False,False,rate,lPath,blah
Darkman,Nintendo,120 KB,fType,https://vimm.net/vault/223,https://download2.vimm.net/download/?mediaId=223,dateF,dateL,False,False,rate,lPath,blah
Darkwing Duck,Nintendo,124 KB,fType,https://vimm.net/vault/224,https://download2.vimm.net/download/?mediaId=224,dateF,dateL,False,False,rate,lPath,blah
Dash Galaxy in the Alien Asylum,Nintendo,38 KB,fType,https://vimm.net/vault/225,https://download2.vimm.net/download/?mediaId=225,dateF,dateL,False,False,rate,lPath,blah
David Crane's A Boy and His Blob: Trouble on Blobolonia,Nintendo,102 KB,fType,https://vimm.net/vault/125,https://download2.vimm.net/download/?mediaId=125,dateF,dateL,False,False,rate,lPath,blah
Day Dreamin' Davey,Nintendo,191 KB,fType,https://vimm.net/vault/226,https://download2.vimm.net/download/?mediaId=226,dateF,dateL,False,False,rate,lPath,blah
Days of Thunder,Nintendo,171 KB,fType,https://vimm.net/vault/227,https://download2.vimm.net/download/?mediaId=227,dateF,dateL,False,False,rate,lPath,blah
Deadly Towers,Nintendo,68 KB,fType,https://vimm.net/vault/231,https://download2.vimm.net/download/?mediaId=231,dateF,dateL,False,False,rate,lPath,blah
Death Race,Nintendo,50 KB,fType,https://vimm.net/vault/229,https://download2.vimm.net/download/?mediaId=229,dateF,dateL,False,False,rate,lPath,blah
Deathbots,Nintendo,48 KB,fType,https://vimm.net/vault/228,https://download2.vimm.net/download/?mediaId=228,dateF,dateL,False,False,rate,lPath,blah
Deep Dungeon IV - The Black Sorcerer,Nintendo,94 KB,fType,https://vimm.net/vault/232,https://download2.vimm.net/download/?mediaId=232,dateF,dateL,False,False,rate,lPath,blah
Defender II,Nintendo,13 KB,fType,https://vimm.net/vault/236,https://download2.vimm.net/download/?mediaId=236,dateF,dateL,False,False,rate,lPath,blah
Defender of the Crown,Nintendo,122 KB,fType,https://vimm.net/vault/234,https://download2.vimm.net/download/?mediaId=234,dateF,dateL,False,False,rate,lPath,blah
Defenders of Dynatron City,Nintendo,155 KB,fType,https://vimm.net/vault/235,https://download2.vimm.net/download/?mediaId=235,dateF,dateL,False,False,rate,lPath,blah
Deja Vu,Nintendo,142 KB,fType,https://vimm.net/vault/237,https://download2.vimm.net/download/?mediaId=237,dateF,dateL,False,False,rate,lPath,blah
Demon Sword,Nintendo,103 KB,fType,https://vimm.net/vault/238,https://download2.vimm.net/download/?mediaId=238,dateF,dateL,False,False,rate,lPath,blah
Desert Commander,Nintendo,79 KB,fType,https://vimm.net/vault/239,https://download2.vimm.net/download/?mediaId=239,dateF,dateL,False,False,rate,lPath,blah
Destination Earthstar,Nintendo,36 KB,fType,https://vimm.net/vault/240,https://download2.vimm.net/download/?mediaId=240,dateF,dateL,False,False,rate,lPath,blah
Destiny of an Emperor,Nintendo,156 KB,fType,https://vimm.net/vault/241,https://download2.vimm.net/download/?mediaId=241,dateF,dateL,False,False,rate,lPath,blah
Destiny of an Emperor II: The Story of Zhuge Liang,Nintendo,312 KB,fType,https://vimm.net/vault/242,https://download2.vimm.net/download/?mediaId=242,dateF,dateL,False,False,rate,lPath,blah
Devilman,Nintendo,119 KB,fType,https://vimm.net/vault/2889,https://download2.vimm.net/download/?mediaId=2889,dateF,dateL,False,False,rate,lPath,blah
Dezaemon,Nintendo,75 KB,fType,https://vimm.net/vault/244,https://download2.vimm.net/download/?mediaId=244,dateF,dateL,False,False,rate,lPath,blah
Dick Tracy,Nintendo,82 KB,fType,https://vimm.net/vault/246,https://download2.vimm.net/download/?mediaId=246,dateF,dateL,False,False,rate,lPath,blah
Die Hard,Nintendo,124 KB,fType,https://vimm.net/vault/247,https://download2.vimm.net/download/?mediaId=247,dateF,dateL,False,False,rate,lPath,blah
Dig Dug II: Trouble in Paradise,Nintendo,25 KB,fType,https://vimm.net/vault/248,https://download2.vimm.net/download/?mediaId=248,dateF,dateL,False,False,rate,lPath,blah
Digger: The Legend of the Lost City,Nintendo,75 KB,fType,https://vimm.net/vault/249,https://download2.vimm.net/download/?mediaId=249,dateF,dateL,False,False,rate,lPath,blah
Dirty Harry,Nintendo,202 KB,fType,https://vimm.net/vault/250,https://download2.vimm.net/download/?mediaId=250,dateF,dateL,False,False,rate,lPath,blah
Dizzy the Adventurer,Nintendo,85 KB,fType,https://vimm.net/vault/251,https://download2.vimm.net/download/?mediaId=251,dateF,dateL,False,False,rate,lPath,blah
Doki! Doki! Amusement Park,Nintendo,136 KB,fType,https://vimm.net/vault/252,https://download2.vimm.net/download/?mediaId=252,dateF,dateL,False,False,rate,lPath,blah
Donkey Kong,Nintendo,16 KB,fType,https://vimm.net/vault/257,https://download2.vimm.net/download/?mediaId=257,dateF,dateL,False,False,rate,lPath,blah
Donkey Kong 3,Nintendo,17 KB,fType,https://vimm.net/vault/258,https://download2.vimm.net/download/?mediaId=258,dateF,dateL,False,False,rate,lPath,blah
Donkey Kong Classics,Nintendo,31 KB,fType,https://vimm.net/vault/254,https://download2.vimm.net/download/?mediaId=254,dateF,dateL,False,False,rate,lPath,blah
Donkey Kong Jr.,Nintendo,17 KB,fType,https://vimm.net/vault/256,https://download2.vimm.net/download/?mediaId=256,dateF,dateL,False,False,rate,lPath,blah
Donkey Kong Jr. Math,Nintendo,17 KB,fType,https://vimm.net/vault/255,https://download2.vimm.net/download/?mediaId=255,dateF,dateL,False,False,rate,lPath,blah
Doraemon,Nintendo,104 KB,fType,https://vimm.net/vault/261,https://download2.vimm.net/download/?mediaId=261,dateF,dateL,False,False,rate,lPath,blah
Doraemon: The Revenge of Giga Zombie,Nintendo,149 KB,fType,https://vimm.net/vault/259,https://download2.vimm.net/download/?mediaId=259,dateF,dateL,False,False,rate,lPath,blah
Double Dare,Nintendo,160 KB,fType,https://vimm.net/vault/263,https://download2.vimm.net/download/?mediaId=263,dateF,dateL,False,False,rate,lPath,blah
Double Dragon,Nintendo,137 KB,fType,https://vimm.net/vault/264,https://download2.vimm.net/download/?mediaId=264,dateF,dateL,False,False,rate,lPath,blah
Double Dragon II: The Revenge,Nintendo,144 KB,fType,https://vimm.net/vault/265,https://download2.vimm.net/download/?mediaId=265,dateF,dateL,False,False,rate,lPath,blah
Double Dragon III: The Sacred Stones,Nintendo,147 KB,fType,https://vimm.net/vault/266,https://download2.vimm.net/download/?mediaId=266,dateF,dateL,False,False,rate,lPath,blah
Double Dribble,Nintendo,83 KB,fType,https://vimm.net/vault/267,https://download2.vimm.net/download/?mediaId=267,dateF,dateL,False,False,rate,lPath,blah
Double Strike: Aerial Attack Force,Nintendo,31 KB,fType,https://vimm.net/vault/268,https://download2.vimm.net/download/?mediaId=268,dateF,dateL,False,False,rate,lPath,blah
Dr. Chaos,Nintendo,51 KB,fType,https://vimm.net/vault/283,https://download2.vimm.net/download/?mediaId=283,dateF,dateL,False,False,rate,lPath,blah
Dr. Jekyll and Mr. Hyde,Nintendo,73 KB,fType,https://vimm.net/vault/286,https://download2.vimm.net/download/?mediaId=286,dateF,dateL,False,False,rate,lPath,blah
Dr. Mario,Nintendo,29 KB,fType,https://vimm.net/vault/287,https://download2.vimm.net/download/?mediaId=287,dateF,dateL,False,False,rate,lPath,blah
Dragon Ball Z Gaiden: Plan to Eliminate the Saiyans,Nintendo,461 MB,fType,https://vimm.net/vault/2891,https://download2.vimm.net/download/?mediaId=2891,dateF,dateL,False,False,rate,lPath,blah
Dragon Ball Z Gaiden: Plan to Eliminate the Saiyans,Nintendo,473 MB,fType,https://vimm.net/vault/2892,https://download2.vimm.net/download/?mediaId=2892,dateF,dateL,False,False,rate,lPath,blah
Dragon Ball Z III: Killer Androids,Nintendo,392 MB,fType,https://vimm.net/vault/2894,https://download2.vimm.net/download/?mediaId=2894,dateF,dateL,False,False,rate,lPath,blah
Dragon Ball Z: Assault of the Saiyans,Nintendo,255 KB,fType,https://vimm.net/vault/274,https://download2.vimm.net/download/?mediaId=274,dateF,dateL,False,False,rate,lPath,blah
Dragon Ball: Dragon Mystery,Nintendo,99 KB,fType,https://vimm.net/vault/270,https://download2.vimm.net/download/?mediaId=270,dateF,dateL,False,False,rate,lPath,blah
Dragon Buster II: Seal of Darkness,Nintendo,103 MB,fType,https://vimm.net/vault/2897,https://download2.vimm.net/download/?mediaId=2897,dateF,dateL,False,False,rate,lPath,blah
